,Attr1,Attr2,Attr3,Attr9,Attr13,Attr19,Attr21,Attr27,Attr29,Attr37,Attr39,Attr42,Attr55
0,0.00972892272871637,0.034161799823291344,-0.06238971620577661,0.03984125580803549,-0.011556261677792277,0.023331867534332446,-0.016574984811041523,-0.05150347518170814,0.09428329843179917,-0.08405803383873685,0.05636456966167703,0.03661473350388455,-0.1085011114286252
1,0.1124070186450518,-0.007476164281697395,0.31819808199236155,0.8348639717769236,-0.011412667736505563,0.02882524656270157,-0.017138465895549824,-0.007157530913191908,-1.9903706388785005,0.004381557143926985,-0.020577176341425824,-0.0018719577649801797,-0.12869693313998973
2,-0.03952282627395762,0.002031828198298338,-0.10469742248644288,-0.177858875106344,-0.012504684699262754,0.015751322687458828,-0.016264922095430297,-0.05171281383869714,1.611729934848967,-0.06178464712648863,0.34585508368273893,0.009282233908178016,-0.13093593361413428
3,0.10606330225467198,-0.00949358029926357,0.23399656087335002,0.18974019036943035,-0.009379286892017457,0.04081878225342087,-0.015697580936581728,-0.050727590849000616,-0.20209206522932205,-0.08619867865152121,0.20570538507581973,0.08368651169713226,-0.07288929352531044
4,-0.10668764443396665,0.03883206312539954,0.4196630305568791,0.7738122157848696,-0.014211776418010956,0.008964583282762572,-0.017055160105136618,-0.05202074422545141,-2.1266818210375824,-0.08788396634214829,-0.06173599312999013,-0.014359148443026208,-0.1288383227439165
5,-0.02148504541940259,0.034196232059432896,-0.3001311147567876,-0.1622124451787321,-0.011125218404312156,0.020876265574831847,-0.01539146806448147,-0.007087725980531157,0.8900684573237407,0.017251708750122583,0.017510625976467818,0.016237908715618532,-0.3260672718328851
6,0.10212010581656086,-0.03856534331422996,0.21450981322652896,0.7531957434096632,-0.01068159649911503,0.03211567651077555,-0.016696262960662477,-0.04137280086827915,-0.544541085907435,-0.056084785428920134,0.08946213468976605,0.04672087262610298,-0.10250154044295452
7,0.008880450661503067,-0.05641313640803727,0.016526611216683043,-0.22995228298298098,-0.005599887385361327,0.053898073564640665,-0.01613296141449558,-0.0515888789068891,0.6135071534160417,-0.002624257577000033,0.19111774389006364,0.09222917198652096,-0.011564154145967823
8,-0.025953040213445116,0.06928424578931346,-0.3234182782494553,-0.06563408946868891,-0.010969655880421736,0.017964431557281963,-0.018089839566669628,-0.05135203526906883,-0.5570740755105029,0.005625599736684109,-0.030537014116528254,0.010083179976921371,-0.14471031571043563
9,0.019281982911138366,0.012754339553105057,0.03936757203919062,0.45266157170204485,-0.010920212852287003,0.023974809686726276,-0.016388713781830957,-0.05149666673249881,-0.8349483592813807,-0.08198139776578661,0.07524337638456931,0.038100239061589665,-0.12261509911203441
10,-0.04476071755719624,0.0689211422081844,-0.16447473261882697,-0.28523633539387616,-0.012863684077458424,0.01455610971185491,-0.018078708189502343,-0.0516889034882535,-0.4562133496572422,-0.0869967194619092,0.07426183837021384,0.04612460640456176,-0.13276087432714123
11,0.17239118237726841,-0.056298570967784484,0.42050927700028623,-0.48290290014603887,-0.0018190353808163963,0.08528990626470447,-0.015158068220651365,17.835782888423214,0.05883284212597837,-0.004671605883516113,0.40967440162006963,0.19537176165504624,0.012337421755933815
12,0.012227481934290971,0.0118544061084964,0.09368120740695873,-0.3276350925702674,-0.011674378806109446,0.024136982930890012,-0.00953672275117393,-0.05173309686281061,0.08915074078482772,-0.08638559018910974,0.04159377683592296,0.025763834937644923,-0.0668126009374979
13,-0.06224630673504321,-0.0009559508378023796,-0.25021796089473675,-0.8357329629411224,-0.015177484164358148,-0.005799316148682924,-0.017320338235395902,-0.05188796984941565,0.5458290095594746,-0.08703695997402586,0.23922729439658016,-0.03411448036191657,-0.13094201251019644
14,0.15178131287715937,-0.005565175175841462,0.020365492809957298,-0.1488362815543425,-0.005968240849960864,0.054983062408573015,-0.011549347558355086,-0.047931895433550885,1.5287734798572312,-0.04071033222662939,0.23382303121635753,0.11615435412586259,0.5835514216199719
15,-0.022844619182158996,0.03401311516722557,-0.07867611366662153,0.12261393805253885,-0.011776286057987613,0.017887945594608993,-0.012724426002868975,-0.051537652058106426,-0.1878880103458448,-0.0881559470745105,0.012152795606385523,0.012991697805650826,-0.12048568598622862
16,-0.019354854290587545,-0.023346294939665595,0.1594653286576365,-0.32370814545118054,-0.011663252672281244,0.02389659847677497,-0.00792357075362507,-0.051708324878116746,1.8292071449136316,0.06286992918339916,0.07214398630770177,0.03934379813324631,2.2166074677359178
17,0.010841956604483016,-0.013971336099307658,-0.07781448092424333,0.058555613172433935,-0.011325924562586461,0.02547002399461891,-0.013971319783945972,-0.05116121597858736,1.8591669581552512,-0.08810653022131305,0.10568266303212401,0.03295572290208062,-0.1309332735309366
