,Attr1,Attr2,Attr3,Attr9,Attr13,Attr19,Attr21,Attr27,Attr29,Attr37,Attr39,Attr42,Attr55
921,-0.04008583110360383,0.02897035767413153,-0.2692815853198542,-0.6202662832007235,-0.010184261221990105,0.01862481787660121,-0.011775565868528884,-0.05166073304882719,1.799844140700729,-0.08888113375398973,0.12489939742881542,0.04851769795140125,-1.0347903124682734
5314,-0.035864376196551064,0.04673739152317049,-0.1983353607643928,-0.2926607197908998,-0.011034495386177743,0.016655735649591833,-0.012804320564795435,-0.05178261198283727,-0.000609337134287027,-0.08872627923745564,-0.01342136437868712,-0.0018719577649801797,-0.14295879843512496
3273,-0.08282806203751306,0.12373256684060098,-0.3476363128298709,0.6840446589844927,-0.013943383858118597,0.010984464457411887,-0.01575952166436741,-0.051748738024730075,-2.2267070142506387,0.006453570142351818,-0.0011837393061447934,0.006397222728567014,-0.13157366683207428
1103,0.05418179445744052,0.027571156805470436,-0.3117169978819801,-0.33769789456292754,-0.01164184285340034,0.024032509623479567,-0.015652696351229786,-0.051731187035108664,0.6623261319651345,-0.027352307618532617,0.04500142918011106,0.027278580473521764,-0.26609604502447737
3249,-0.02734000729697816,0.007138754858747077,0.07068638359474075,-0.6091787934441767,-0.011785756344222586,0.022283108883245188,-0.015540484887849926,-0.05165577095872547,1.2938694461540154,-0.08600356857968837,0.06278648526414206,0.0262591945678484,0.4613198029871996
1989,0.342453243019826,-0.028279495317763796,0.46431407017083465,1.0375926167997842,-0.008810488718763599,0.0459964410298542,-0.015397751906430744,-0.007164157517094977,-0.7274033723064833,0.5274560435588459,0.00560318977603456,-0.0018719577649801797,-0.09707242448265062
2268,0.020001418019956443,-0.02623234236898446,0.20695514043174876,-0.21203558675214712,-0.009059737356481584,0.028286010941150033,-0.0128474097667333,-0.007184990945310877,0.3620118287144783,-0.08157831570142571,-0.020165730051571164,-0.0018719577649801797,0.029120551364900344
2481,0.1412348843781529,-0.01792478284901453,0.3227370401888181,-0.4301100048138145,-0.002836945901287041,0.08232823177022483,-0.009449646655591157,-0.03461916544494967,0.06193624907530967,-0.002635574841008402,0.430491778166321,0.19966602511595372,-0.011730638874401048
2709,0.25291312792333975,-0.031132675612583916,0.16184251184866205,0.06874113226256552,-0.004101490563275828,0.07227195707893669,-0.008849988595289189,-0.03639340114992516,-0.9975191387040334,-0.06658041357986641,0.357643858257258,0.1702769803888353,-0.12081681921447265
1121,-0.09661050677247579,0.11988241679931877,-0.37089270372459654,-0.3916320589016366,-0.014222205352852537,0.007677357118980643,-0.014713710825667121,-0.0518142953127949,0.2315493750368281,0.011239805046958061,-0.06466383976939477,-0.021469049801999984,-0.21073742451560173
5245,-0.0290592986141436,0.03367974851730968,-0.18818348070330118,-0.3494173773714525,-0.012407222090924312,0.01661663004461618,-0.013308823304151281,-0.05175487043724532,0.438880831613295,3.353385495303057,0.0154546843274762,0.014144670278265634,-0.1536343868154222
2989,0.002127997090061259,-0.024506035256978653,-0.02140830889641391,-0.3534056830392751,-0.009537899661474357,0.024275961183867212,-0.015940855389189264,-0.05172299670150472,0.17234591938805022,-0.08725508611447119,0.057340948474905805,0.0327636563787957,-0.09192853603503008
4489,-0.013339857749527388,-0.0258081998237863,-0.027324340850778454,-0.35849844258434094,-0.01217232413234767,0.019793577060603952,-0.01486811379927781,-0.051756752377231575,0.9959423790182291,-0.08432113909366024,0.013496767499891963,0.01327435092797758,0.05103287959250799
4122,0.146180099655199,-0.047633542232599566,0.13687824176815105,-0.29806027207964425,-0.01022086416878785,0.03395402333291534,-0.01567962710244095,-0.05167646556705668,-0.20292759786952624,0.00226099575508229,0.10694924690872988,0.054815186583525105,-0.0878325220546069
5654,-0.4518809718164854,0.2786463274447126,-0.5566899569493795,0.29374293047649735,-0.02144111986018573,-0.037350254986637875,-0.003083038688148239,-0.052454407820852894,-1.7362493544505804,-0.08902563179180732,-0.31049848365656746,-0.13838825585265419,-0.13421614671803397
2254,0.08381704227658995,-0.04583054514009667,0.35137094257392193,0.034932571909176875,-0.009550681642895792,0.04003858709532817,-0.016758293457618863,-0.007140794421859052,-2.6251367218224555,0.0049647400691055065,0.14910894871587482,0.07354998593093144,-0.1302401486403725
2359,-0.013691645658448454,-0.009934938962532508,0.12631554752453272,-0.33223698372544735,-0.006428392181132525,0.022325664982777518,-0.016620767088100508,-0.05178261198283727,0.662564855576622,-0.08788013033071287,0.03432704204896011,-0.0018719577649801797,0.08944678237364363
2224,-0.02818847936419146,0.028128332990306402,0.16268875829206922,-0.23473824978436816,-0.010570916159988515,0.018187563538613633,-0.018428448878564693,-0.05178261198283727,-0.636091590912703,-0.0874943479257666,-0.001602924397689509,-0.0018719577649801797,-0.11054422180917699
437,0.02575834064422615,-0.015120120705121129,0.3185365805697245,-0.3063436761589682,-0.01083303392900126,0.03175682507688132,-0.015741567830226632,-0.051693003944105004,0.7966081634265775,0.3190252339767389,0.08840062905794666,0.046570086072001686,0.3565813223640649
2810,-0.153423533186365,-0.05614910376089731,0.1735360990666518,-0.512305916700202,-0.01930188096956192,-0.02323389836699511,-0.01560960714929192,-0.12100473054720096,-2.506371725107669,0.005027241932298129,-0.7268847085900456,-0.22098832752327366,-0.13037694767274316
1154,-0.1348249101327514,0.026123437785882594,0.006887094911327043,-0.4311592359971956,-0.016316591108670217,-0.011611482535260446,-0.015755033205832217,-0.05188497913231945,1.117333335459373,-0.08809336743697584,-0.17322503967778588,-0.06972590711056087,0.16579716849408438
5173,0.008375115980860316,-0.02566734067593451,0.0033636324469590835,-0.6198551809241942,-0.007581094505683756,0.038731233046632306,-0.014465050222817352,-0.05127177634660961,0.10419032830850919,0.0023052691629705715,0.16205854354390234,0.08437451118352599,-0.0898854256544783
2445,-0.00024008340339302882,0.030029931486305547,-0.07427409353100724,-0.32113108640427973,-0.011392652315597907,0.024042094330581444,-0.01573438629657032,-0.051701661637358065,1.2670130398617272,-0.08662206901171669,0.08006980903860109,0.04286692883648749,0.05372601490539832
3816,0.02128385795842073,0.04627255633525958,-0.006829790621354344,3.5864267312821183,-0.012288030114169433,0.021687898572218697,-0.014288204956530695,-0.007153518772503074,-2.4598206208677023,0.004577556934124679,0.025320366682016277,0.01853009367112028,-0.13067769743804813
63,-0.014785936735788974,-0.008482524638016293,0.19736178302330587,-0.3562895348298545,-0.012417505775977014,0.020887000446785948,-0.015354662704492877,-0.051756703333317784,0.708996598010845,0.27391825245085033,0.013441306087779891,0.013249697613048471,0.17312984145963575
2850,0.07311202086782398,-0.04216194688937897,0.16828937111752745,-0.21811008307698465,-0.004987514275443485,0.06694861075455483,-0.012131949476223316,-0.05157046339808136,1.0618300957886435,-0.030141588188008918,0.20765298350115055,0.0995792998328272,0.4186580913261869
